stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_worst_selection,validation_best_selection,robustness_score,rank,render_path
stage3_fixed_seed_final,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed_final,58,1159_7_ronda_10_hybrid_repair_cube_hybrid_ablation_058,ronda_10_hybrid_repair_cube_hybrid_ablation,"small hedgehog with compact cubical wooden block body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden below orange spiky fur, thin orange hairlike quills rising from the top square, centered square crop with gentle shadows",,openai/clip-vit-large-patch14,0.7576387524604797,0.38388705253601074,0.013930799439549446,0.1180288076680835,0.6168953830327366,0.7313362404152199,0.06432548078968132,0.9356745192103186,0.9610860152042303,0.8488045929513065,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8091496167118389,0.9365385897025111,0.8255775815052077,0.7623256658690145,0.8095357941219785,0.972449352532826,0.6704554545109994,0.8615349647934947,False,1,0.8615349647934947,0.8615349647934947,0.8615349647934947,3,0.5321860224952427,0.5321860224952427,0.7399392127990723,0.8345320016898187,0.4692786828843188,0.6028334568502233,0.7011668748365234,11,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\1159_7\rank_11_candidate_058.png
stage3_fixed_seed_final,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed_final,54,1159_7_ronda_10_hybrid_repair_cube_hybrid_ablation_054,ronda_10_hybrid_repair_cube_hybrid_ablation,"small hedgehog with compact cubical wooden block body, warm peach beige 4 by 4 cube grid sides, tiny face mostly hidden below orange spiky fur, amber quill fur only on the top surface, centered square crop with gentle shadows",,openai/clip-vit-large-patch14,0.8208951354026794,0.4039996266365051,0.020192930474877357,0.1421018313565218,0.4666838411452624,0.6792218243634259,0.06712989749792582,0.9328701025020741,0.9543041626885452,0.8230151893769766,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9783589153739856,0.8838109801618098,0.6795430512376774,0.6007702816958501,0.7081892695664788,0.933212070237751,0.5998710406420762,0.8036464321276229,False,1,0.8036464321276229,0.8036464321276229,0.8036464321276229,3,0.5568217324943759,0.5468217324943759,0.7059793273607889,0.8434494298152183,0.47026668076509887,0.7178148859674968,0.6957275501590399,12,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\1159_7\rank_12_candidate_054.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,1,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_001,ronda_10_hybrid_repair_dragon_hybrid_ablation,"colorful dragon hamster with orange face and teal belly, rainbow quills behind the back, tiny clawed paws, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8266381621360779,0.560587465763092,0.015431376174092293,0.12422309034190179,0.680198047527741,0.8541101526331017,0.04850341835661372,0.9514965816433862,0.989212960204528,0.9152159643009866,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8132795164578317,0.9155928501823889,0.9237945573644909,0.9316480276661618,0.9625786098048718,0.9322900956583456,0.9532027126784511,0.9086208728049435,True,0,0.9386208728049436,0.9386208728049436,0.9086208728049435,3,0.7406776677629887,0.7306776677629888,0.8193427125612894,0.8627000420764585,0.667723296368864,0.8649652868150064,0.8509969760023564,1,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_01_candidate_001.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,312,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_312,ronda_10_hybrid_repair_dragon_hybrid_ablation,"compact fantasy quilled hamster creature, pointed orange snout and dark eye, turquoise oval belly, rainbow quills behind the back, small paws near the belly, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8596524000167847,0.5493801832199097,0.014879968017339706,0.12198347436165158,0.6634764264148908,0.794576574254919,0.05294694926957413,0.9470530507304259,0.9720509010312672,0.883438206376616,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9133885563590614,0.9662637115064547,0.9448093346232606,0.8908644764363914,0.8581360094624244,0.8637616013224124,0.7784484017243811,0.9096578440112741,True,0,0.9396578440112742,0.9396578440112742,0.9096578440112741,3,0.7437499213060009,0.7337499213060008,0.762537399927775,0.8720378608965461,0.6587396205594862,0.82539240689561,0.8454492254224275,2,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_02_candidate_312.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,186,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_186,ronda_10_hybrid_repair_dragon_hybrid_ablation,"orange teal spiky hamster creature, round vertical animal body, pointed orange snout and dark eye, turquoise oval belly, painted scale-like rainbow spines, tiny clawed paws, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8260094523429871,0.5665881633758545,0.015134450048208237,0.12302215267263143,0.6111059991637408,0.8658938937717013,0.05612788289563061,0.9438721171043694,0.9899574479345273,0.9179989827707004,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8113730803925726,0.8884622308362294,0.9350632024554064,0.7631345160271772,0.983251389768803,0.8147049848059382,0.9607835302806013,0.8782479241195983,False,1,0.8782479241195983,0.8782479241195983,0.8782479241195983,3,0.7974259456027566,0.7874259456027565,0.8242968320846558,0.8953142987398762,0.7221954036179963,0.85668575410829,0.8392028519385314,3,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_03_candidate_186.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,176,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_176,ronda_10_hybrid_repair_dragon_hybrid_ablation,"compact fantasy quilled hamster creature, small orange snout and one glossy dark eye, blue green chest spot, rainbow bristles framing the shoulders, little pink paws near the chest, painterly multicolor background",,openai/clip-vit-large-patch14,0.8368532657623291,0.5582894682884216,0.019070053473114967,0.13809436437854722,0.5575916462056345,0.8348501699942131,0.05223846156979812,0.9477615384302018,0.9756098382047302,0.9025210825889126,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8442547647798047,0.9259826579625908,0.793637540828606,0.632614553837762,0.9287899022526798,0.8746879561227278,0.8146876202935819,0.8546867388948488,False,1,0.8546867388948488,0.8546867388948488,0.8546867388948488,3,0.8088124548480208,0.798812454848021,0.8357710043589274,0.8818131039244633,0.7719969443404779,0.8805518807204763,0.8388289597015489,4,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_04_candidate_176.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,355,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_355,ronda_10_hybrid_repair_dragon_hybrid_ablation,"orange teal spiky hamster creature, pointed orange snout and dark eye, teal blue oval belly patch, painted scale-like rainbow spines, tiny clawed paws, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8376795053482056,0.5693466067314148,0.01503249816596508,0.12260708856328446,0.594834981104088,0.8379352710865162,0.0636400318675378,0.9363599681324621,0.9902587157349964,0.9028486039822933,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.846760170234547,0.8759906347823837,0.9389578343400484,0.7234499726376363,0.9342022424676861,0.6988520137439985,0.963851218507993,0.8602109501277357,False,1,0.8602109501277357,0.8602109501277357,0.8602109501277357,3,0.7588800530918537,0.7488800530918537,0.7897112766901652,0.8901417097968022,0.6713030693684371,0.865005648684315,0.8167066425763222,5,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_05_candidate_355.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,288,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_288,ronda_10_hybrid_repair_dragon_hybrid_ablation,"orange teal spiky hamster creature, orange face and teal belly, glowing teal oval belly, painted scale-like rainbow spines, little pink paws near the chest, vertical storybook illustration",,openai/clip-vit-large-patch14,0.7758756279945374,0.594781756401062,0.01844267174601555,0.1358037987171771,0.5289686778035513,0.8754408094618057,0.05950516319725334,0.9404948368027467,0.9886823502389834,0.9208580271865706,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6593523358812124,0.760992111571994,0.8151303894217393,0.5628039600982964,1.0,0.7626202939251859,0.947799725893592,0.7750701139047855,False,1,0.7750701139047855,0.7750701139047855,0.7750701139047855,3,0.8251537322325483,0.8051537322325485,0.8177258173624674,0.89551647299293,0.7478374036064545,0.8739081370384375,0.7996934509269409,6,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_06_candidate_288.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,27,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_027,ronda_10_hybrid_repair_dragon_hybrid_ablation,"orange teal spiky hamster creature, turquoise oval belly, painted scale-like rainbow spines, vertical storybook painting with orange teal glow",,openai/clip-vit-large-patch14,0.7820972204208374,0.555732786655426,0.016818692907691002,0.12968690337767727,0.5707413713566556,0.7793652569806134,0.07013028760960562,0.9298697123903944,0.958436987052794,0.8678561623884729,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6782180642588965,0.9375420399962057,0.87252647616534,0.6646863539183139,0.8314500689555342,0.5987587630001355,0.6398234189832191,0.7882386672344476,False,1,0.7882386672344476,0.7882386672344476,0.7882386672344476,3,0.7828261654960372,0.7728261654960371,0.8149754405021667,0.909279662284089,0.7250384892438101,0.8869009733573981,0.7953648699192237,7,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_07_candidate_027.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,314,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_314,ronda_10_hybrid_repair_dragon_hybrid_ablation,"compact fantasy quilled hamster creature, warm orange animal face, teal blue oval belly patch, rainbow bristles framing the shoulders, small clawed hands held close to the torso, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8039014935493469,0.6083148717880249,0.01856793463230133,0.13626420891892826,0.5327407450163859,0.8449560094762733,0.048431249857478056,0.951568750142522,0.9864878747270889,0.9105768417596234,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.744335139459196,0.6998055919662645,0.8108102658278789,0.5720039231508354,0.9465190591907168,0.9334030841085508,0.9254542688528532,0.7810322583397493,False,1,0.7810322583397493,0.7810322583397493,0.7810322583397493,3,0.7927522478221672,0.7827522478221672,0.7904080351193746,0.8975466054664096,0.695055066098372,0.9105768633698205,0.7947962272407268,8,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_08_candidate_314.png
stage3_fixed_seed_final,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed_final,335,9338_ronda_10_hybrid_repair_dragon_hybrid_ablation_335,ronda_10_hybrid_repair_dragon_hybrid_ablation,"orange teal dragon hamster, round vertical animal body, warm orange animal face, blue green chest spot, rainbow quills behind the back, tiny clawed paws, vertical storybook illustration",,openai/clip-vit-large-patch14,0.8010150194168091,0.5709362030029297,0.01481825951486826,0.12173027361699414,0.708222968095427,0.7967489737051504,0.053737356450948855,0.9462626435490511,0.9938087713737963,0.8884907176842448,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7355824868869262,0.8688036818413087,0.9471851692742244,1.0,0.8619471535889098,0.851571877629045,1.0,0.8685967621666983,True,0,0.8985967621666984,0.8985967621666984,0.8685967621666983,3,0.6852791965442689,0.6752791965442689,0.7514293392499288,0.8406037724871785,0.5455303146365017,0.7735265054925717,0.7912001875069523,9,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\outputs\20260519-155819_notebook_ronda_10_hybrid_multiseed\9338\rank_09_candidate_335.png
