stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_worst_selection,validation_best_selection,robustness_score
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,245,1159_7_ronda_11_token_compression_cube_short_dense_245,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, visible block sides, hidden nose, spiky orange top, brown studio",,openai/clip-vit-large-patch14,0.5904576778411865,0.47644639015197754,0.012662654742598534,0.11252846192230005,0.65165885308381,0.7762875027126735,0.07293219131437942,0.9270678086856206,0.9670119061491727,0.8672054904905048,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.28775938640884824,0.7999540721443791,0.8742489820139944,0.8447392527196181,0.796605112223585,0.8842314645929035,0.6951234843268419,0.7600273711214133,False,1,0.7600273711214133,0.7600273711214133,0.7600273711214133,3,0.672570342202262,0.672570342202262,0.6020127336184183,0.84714192365291,0.5910165535188587,0.7947273988653976,0.7264670362929676
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,218,1159_7_ronda_11_token_compression_cube_short_dense_218,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach 4x4 grid sides, small dark nose, spiky orange top",,openai/clip-vit-large-patch14,0.6473778486251831,0.48358380794525146,0.01377740129828453,0.11737717537189472,0.616478840090153,0.7707717330367477,0.07017398807518342,0.9298260119248166,0.9716712417100083,0.8666206323822239,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5021754554558151,0.777414412311677,0.8310712918164593,0.7979377233269097,0.7836621025760038,0.9252395525341451,0.7527772874522135,0.7721717525541837,True,0,0.8021717525541837,0.8021717525541837,0.7721717525541837,3,0.6361036984463546,0.6361036984463546,0.6653060714403788,0.861139267362459,0.5347773109435255,0.747340818377195,0.7256906547396123
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,176,1159_7_ronda_11_token_compression_cube_short_dense_176,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach 4x4 grid sides, tiny hidden face, orange quill crown, studio photo",,openai/clip-vit-large-patch14,0.7518540024757385,0.4924754202365875,0.012270255014300346,0.11077118314029306,0.7160273096241487,0.7363416883680555,0.06837165245429841,0.9316283475457016,0.9837345427570079,0.8541705899580221,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8957330627017949,0.7493350813525377,0.8898975122125653,0.9303714613057578,0.7028704041375192,0.952036104938465,0.9020464642532653,0.8392998041633674,True,0,0.8692998041633674,0.8692998041633674,0.8392998041633674,3,0.5829966696133808,0.5829966696133808,0.6181146105130514,0.8400010210522076,0.44794869371413043,0.6519177480721684,0.7229816010672673
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,173,1159_7_ronda_11_token_compression_cube_short_dense_173,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, 4x4 block sides, hidden nose, spiky orange top, warm macro",,openai/clip-vit-large-patch14,0.5936771631240845,0.46380895376205444,0.014281033538281918,0.11950327835788405,0.7225680080993234,0.7058851453993057,0.07697542020069607,0.923024579799304,0.9724615227981901,0.835199222919082,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.2998870622257947,0.839862555245187,0.8121383899216741,0.9390728421719309,0.6314027119318374,0.824118024299444,0.7625560873855598,0.7592881555801377,True,0,0.7892881555801378,0.7892881555801378,0.7592881555801377,3,0.6278983893656139,0.6278983893656139,0.6686890920003256,0.8375762006507307,0.4969989088270472,0.8078654877499223,0.7224983891766654
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,260,1159_7_ronda_11_token_compression_cube_short_dense_260,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, 4x4 block sides, tiny hidden face, amber top spines, brown studio",,openai/clip-vit-large-patch14,0.7537559866905212,0.4737498164176941,0.019495097920298576,0.13962484707350112,0.5217214284887634,0.7659386528862848,0.07178949395968688,0.9282105060403131,0.9597746794394079,0.8615010068008193,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.902897763248297,0.8084697365548085,0.6329562482416055,0.6718777419096487,0.7723210555979182,0.9012207251903617,0.6055713071010346,0.7734489330846334,True,0,0.8034489330846334,0.8034489330846334,0.7734489330846334,3,0.6308401327631391,0.6308401327631391,0.6102044383684794,0.8482373579235114,0.6148507375177962,0.6439412911971627,0.7175107671644554
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,102,1159_7_ronda_11_token_compression_cube_short_dense_102,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, vertical tile sides, buried face, spiky orange top",,openai/clip-vit-large-patch14,0.6034899950027466,0.44355183839797974,0.010718238539993763,0.1035289261027746,0.6409268690716378,0.8244685420283565,0.07754021470777646,0.9224597852922235,0.972771982292652,0.8884261652235691,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3368516181760213,0.9038336583419291,0.9543896571800166,0.8304620190733908,0.9096641580744621,0.8157208393183124,0.7663976588582317,0.8169203069617323,False,1,0.8169203069617323,0.8169203069617323,0.8169203069617323,3,0.6091685542375642,0.6091685542375642,0.6452493468920389,0.8150008899773749,0.5642705962335695,0.6670184853372079,0.7172321244641954
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,172,1159_7_ronda_11_token_compression_cube_short_dense_172,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach cube grid, tiny hidden face, spiky orange top",,openai/clip-vit-large-patch14,0.6475345492362976,0.5029458999633789,0.011875311844050884,0.10897390441775905,0.7407248310563309,0.761654324001736,0.08203511001951079,0.9179648899804892,0.9742222261371798,0.8588766025213884,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5027657405619497,0.7162697546247845,0.9059022410312342,0.963227667909312,0.762267678944402,0.7488921663580119,0.7843427224846834,0.7626568256149482,True,0,0.7926568256149482,0.7926568256149482,0.7626568256149482,3,0.5997852690744075,0.5997852690744075,0.6119241913159689,0.8482414995549471,0.45754642287197544,0.8297507096901562,0.7164919788167969
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,62,1159_7_ronda_11_token_compression_cube_short_dense_062,ronda_11_token_compression_cube_short_dense,"cube hedgehog, 4x4 block sides, small dark nose, thin orange quills",,openai/clip-vit-large-patch14,0.730173647403717,0.44320547580718994,0.02028072625398636,0.1424104148367891,0.4711836848378773,0.7900384973596642,0.0765039742123514,0.9234960257876486,0.956581783682396,0.8700572895740051,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8140640085500407,0.9049274565755889,0.6081508265234911,0.6046451432365166,0.8288724596359776,0.8311273332128857,0.5660629735691218,0.7778264588922164,False,1,0.7778264588922164,0.7778264588922164,0.7778264588922164,3,0.6298739054467037,0.6198739054467038,0.7021250526110331,0.8505803816142973,0.548773082860662,0.7630434849671214,0.7157155368389185
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,251,1159_7_ronda_11_token_compression_cube_short_dense_251,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach cube grid, small dark nose, spiky orange top, warm macro",,openai/clip-vit-large-patch14,0.6162182092666626,0.5245841145515442,0.012192324735224247,0.110418860414443,0.7683660457248204,0.7312023021556713,0.07397161295144457,0.9260283870485554,0.9760955922901556,0.8483700898950777,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3847983061579153,0.6479371993043059,0.8930349385967903,1.0,0.6908105957630208,0.8687776744968475,0.8075234275348329,0.7372321312269676,True,0,0.7672321312269677,0.7672321312269677,0.7372321312269676,3,0.6099814730494776,0.6099814730494776,0.6049533287684122,0.8381131773573451,0.48375959170644056,0.8606884080087093,0.7135906542478037
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,200,1159_7_ronda_11_token_compression_cube_short_dense_200,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, vertical tile sides, small peeking face, thin orange quills",,openai/clip-vit-large-patch14,0.5932018756866455,0.42506447434425354,0.009683944284915924,0.09840703371668066,0.6899135470069423,0.7989343713831017,0.0733589386241475,0.9266410613758524,0.9599002877762791,0.8758248961592,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.2980966729384927,0.9622159625650331,1.0,0.8956311663290687,0.8497470410768156,0.8778867214068432,0.6071255626875504,0.8415369980476214,True,0,0.8715369980476214,0.8715369980476214,0.8415369980476214,3,0.5435047955972339,0.5435047955972339,0.5856658716996511,0.7979106294036992,0.46989794618804837,0.6138777325498266,0.7107161524243979
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,209,1159_7_ronda_11_token_compression_cube_short_dense_209,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach 4x4 grid sides, tiny top face, orange top quills, soft shadow",,openai/clip-vit-large-patch14,0.6451106667518616,0.49019575119018555,0.01385030709207058,0.11768732766135265,0.6588104865738376,0.7597605387369791,0.07153880126712132,0.9284611987328787,0.9687737734215742,0.860608416672463,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4936350695364387,0.7565341786066543,0.8283093922718718,0.8542533874940923,0.7578238238901965,0.9049479443585742,0.7169245217343855,0.7644013018455137,True,0,0.7944013018455137,0.7944013018455137,0.7644013018455137,3,0.6017037556816659,0.6017037556816659,0.6159344911575317,0.853808850906351,0.4950161137312826,0.7501675815111318,0.7096533384429714
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,207,1159_7_ronda_11_token_compression_cube_short_dense_207,ronda_11_token_compression_cube_short_dense,"cubical hedgehog, peach cube grid, buried face, orange top quills, warm macro",,openai/clip-vit-large-patch14,0.7457996606826782,0.5073069334030151,0.028043236583471298,0.16746114947494925,0.34847681940005687,0.7319793701171875,0.06695078134607854,0.9330492186539214,0.9699943158771392,0.8499568062570348,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8729265926920503,0.7024977977216772,0.38507456708449317,0.44140276551167856,0.6926340218148063,0.9731611643724584,0.7320273005577855,0.6744617536435253,False,1,0.6744617536435253,0.6744617536435253,0.6744617536435253,3,0.7124956162423285,0.7024956162423285,0.7470422387123108,0.8404502386241353,0.6436140578838276,0.8426887836544119,0.7061195042188894
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,93,1159_7_ronda_11_token_compression_cube_short_dense_093,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, visible block sides, tiny top face, orange top quills",,openai/clip-vit-large-patch14,0.6260406374931335,0.4547462463378906,0.013285624794661999,0.11526328467756763,0.6381063279845831,0.766500402379919,0.0778902610198291,0.9221097389801709,0.9614871752517369,0.8599610247643706,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4217990111770227,0.8684821973090794,0.8498954435135939,0.8267097283447623,0.7736392268673541,0.8105164621556112,0.6267614306986862,0.7790839870498575,True,0,0.8090839870498575,0.8090839870498575,0.7790839870498575,3,0.5835263845782752,0.5835263845782752,0.6098096172014872,0.8411674128514978,0.5274982646129877,0.6813919712085885,0.7053822118120846
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,112,1159_7_ronda_11_token_compression_cube_short_dense_112,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach cube grid, tiny top face, orange quill crown, warm macro",,openai/clip-vit-large-patch14,0.6862505674362183,0.4756057858467102,0.018568091094493866,0.13626478303103068,0.6048046378951142,0.6976521809895834,0.07459963140725795,0.9254003685927421,0.9716533793774162,0.8321642863282555,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6486074749987651,0.8026086645534833,0.6628775471135349,0.7824070151015876,0.6120836786791766,0.8594404959674581,0.7525562620735569,0.7477125906791714,True,0,0.7777125906791714,0.7777125906791714,0.7477125906791714,3,0.6093844549149939,0.6093844549149939,0.6360583106676737,0.8442954307729167,0.4571058523485588,0.7882323009311761,0.7051478394428665
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,132,1159_7_ronda_11_token_compression_cube_short_dense_132,ronda_11_token_compression_cube_short_dense,"cubical hedgehog, visible block sides, tiny hidden face, spiky orange top, soft shadow",,openai/clip-vit-large-patch14,0.7296168804168701,0.5531189441680908,0.012034139595925808,0.1097002260523004,0.7195478272317601,0.7740908022280092,0.07381570701512202,0.926184292984878,0.9741320254900763,0.8673317686453268,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8119666889698189,0.5578254289737006,0.8994343623153627,0.9350549618013341,0.7914504525411926,0.8710956343398445,0.7832265954571304,0.7584922945312595,True,0,0.7884922945312596,0.7884922945312596,0.7584922945312595,3,0.6049502949702004,0.5949502949702005,0.7475606203079224,0.8328934271824062,0.5121386756030311,0.7202090337910311,0.7047289436371377
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,161,1159_7_ronda_11_token_compression_cube_short_dense_161,ronda_11_token_compression_cube_short_dense,"hedgehog cube sculpture, peach cube grid, tiny top face, spiky orange top, studio photo",,openai/clip-vit-large-patch14,0.6320611238479614,0.49497830867767334,0.012855430133640766,0.11338178925048223,0.7168846648710824,0.7709870515046297,0.07067126892124305,0.9293287310787569,0.9725723202266788,0.866723693099984,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4444779490679827,0.741431066806207,0.8666501202960637,0.931512038962639,0.784167357358353,0.9178461391783348,0.7639270753827715,0.7754309523446113,True,0,0.8054309523446114,0.8054309523446114,0.7754309523446113,3,0.558991516959141,0.558991516959141,0.6148719588915507,0.8303415181507096,0.4430336929960237,0.7424527032576435,0.6981346302003397
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,233,1159_7_ronda_11_token_compression_cube_short_dense_233,ronda_11_token_compression_cube_short_dense,"wood cube hedgehog, square cell sides, tiny hidden face, spiky orange top",,openai/clip-vit-large-patch14,0.5468866229057312,0.4462530016899109,0.010756845586001873,0.10371521385988593,0.7096177590985606,0.7323902271412037,0.07338401414173079,0.9266159858582692,0.9546625196951513,0.8448237012029661,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.12362891745887762,0.8953035003049309,0.952730768662936,0.9218445523654044,0.6935981168981865,0.8775139065918894,0.5423143367470985,0.7768292834549032,True,0,0.8068292834549032,0.8068292834549032,0.7768292834549032,3,0.5809644553866007,0.5809644553866007,0.566306988398234,0.8426937303843341,0.528330869174655,0.6440959059573363,0.6981032283851678
stage1_fixed_seed,1159_7.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\1159_7.png,1159,fixed,171,1159_7_ronda_11_token_compression_cube_short_dense_171,ronda_11_token_compression_cube_short_dense,"block hedgehog, peach cube grid, hidden nose, orange top quills, warm macro",,openai/clip-vit-large-patch14,0.6886948943138123,0.4710708260536194,0.02055293507874012,0.1433629487655026,0.6476116939963449,0.633503101490162,0.07205216352419609,0.9279478364758039,0.9611405928147567,0.8020862570000555,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6578151592579786,0.8169298734348766,0.5996685321367048,0.8393551377386738,0.46155488512415865,0.8973154377018231,0.6224728802546435,0.7361018600034741,True,0,0.7661018600034741,0.7661018600034741,0.7361018600034741,3,0.6321338269582529,0.6321338269582529,0.7042816281318665,0.8141892199618556,0.5418549274090887,0.6819463105368285,0.6975618260627335
