stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,teal_belly_score,side_asymmetry_score
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,11,1159_25_round41_final_extensive_011,round41_final_extensive,"single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.9280396699905396,0.5780056118965149,0.032286807894706726,0.17968530238922362,0.4889542134432518,0.79766845703125,0.08121703446562675,0.9187829655343732,0.9670037284744607,0.8739255892959853,0.8739255892959853,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6927335791075199,0.30115457393064393,0.5734039516630762,0.4950131770488141,0.8872311223240372,0.38387027248533623,0.7954760187121529,0.5356953958950486,False,1,0.5356953958950486,0.8737197065228933,0.5,0.6253448474455383,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,12,1159_25_round41_final_extensive_012,round41_final_extensive,"single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.9037837982177734,0.5114244222640991,0.029410596936941147,0.17149518050645374,0.5890914293799743,0.7615836814597801,0.08303813380533986,0.9169618661946601,0.9721012764792087,0.8580695651208737,0.8580695651208737,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4237747531132645,0.47380002933458254,0.6314276582188934,0.6527153182271056,0.814504160236003,0.31414115241373686,0.8353672059700324,0.5398674047871722,False,1,0.5398674047871722,0.807487640960699,0.5,0.6092196342455556,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,13,1159_25_round41_final_extensive_013,round41_final_extensive,"single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, round wooden plate cropped on the left, warm product photography",,openai/clip-vit-large-patch14,0.9207179546356201,0.5327007174491882,0.03234858065843582,0.17985711178164687,0.4866549036107565,0.8025292290581598,0.07467058950979193,0.9253294104902081,0.9741766111567881,0.8798387689791023,0.8798387689791023,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6115474653049948,0.418630458291803,0.5721867514904544,0.49139208492612163,0.897027751991845,0.6345308687598077,0.851607869945924,0.5701404093720336,False,1,0.5701404093720336,0.8984195997702802,0.5,0.652238925371458,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,14,1159_25_round41_final_extensive_014,round41_final_extensive,"single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop",,openai/clip-vit-large-patch14,0.9157718420028687,0.5360777974128723,0.03239453583955765,0.17998482113655487,0.47893842801634523,0.7710017451533565,0.07585251937279948,0.9241474806272005,0.9642589981520617,0.8632542031689429,0.8632542031689429,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5567029864339522,0.4098736681009907,0.5712819822770434,0.47923971268164406,0.83348577091081,0.5892752764169709,0.7739969563941103,0.5404324942704208,False,1,0.5404324942704208,0.8291443490562229,0.5,0.6156112644125865,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,15,1159_25_round41_final_extensive_015,round41_final_extensive,"realistic orange juice still life, two bright orange slices behind the glass, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.9026378393173218,0.5790780782699585,0.03885161504149437,0.19710813032823982,0.3591239904275494,0.7188715051721645,0.07334714363025874,0.9266528563697413,0.957168657429631,0.8392544085428097,0.8392544085428097,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4110679016180648,0.2983736616869487,0.4499702506539681,0.29054869331312294,0.7284200215272996,0.685205049256062,0.7185110425356818,0.42379575498493255,False,1,0.42379575498493255,0.7288950082629428,0.5,0.5198921402048848,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,16,1159_25_round41_final_extensive_016,round41_final_extensive,"realistic orange juice still life, curved yellow fruit garnish on the rim, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.892656683921814,0.6108843088150024,0.03974943235516548,0.19937259680097835,0.35888478383561817,0.7191766809534142,0.07091681082076211,0.9290831891792379,0.9623006508553829,0.8412687528128463,0.8412687528128463,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3003928509585325,0.21589990014186622,0.43392742003430573,0.29017197631157027,0.7290350872197321,0.7782614600689066,0.7586717846340769,0.3694820477078937,False,1,0.3694820477078937,0.7373091088145367,0.5,0.4907461381386486,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,17,1159_25_round41_final_extensive_017,round41_final_extensive,"realistic orange juice still life, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.909756064414978,0.6147112250328064,0.0399145632982254,0.19978629407000223,0.39216569177176785,0.766556351273148,0.08015648566689156,0.9198435143331084,0.9526963480091275,0.8574348576913301,0.8574348576913301,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.48999763390573425,0.20597668163431027,0.43099654192475234,0.34258476203556076,0.8245263139910359,0.42447823544272617,0.6835126997241361,0.4122050479469579,False,1,0.4122050479469579,0.8048364098814521,0.5,0.5344331225760421,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,18,1159_25_round41_final_extensive_018,round41_final_extensive,"realistic orange juice still life, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, round wooden plate cropped on the left, warm product photography",,openai/clip-vit-large-patch14,0.8837764263153076,0.6317508220672607,0.04234835132956505,0.20578715054532692,0.32255921500105006,0.7416008843315973,0.07685487158033166,0.9231451284196683,0.9630098716232336,0.8494231672207495,0.8494231672207495,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.20192499613361692,0.1617928963016324,0.38848289680546155,0.2329642745481143,0.7742298864975998,0.5508956362134567,0.7642218370183131,0.3118518482212961,False,1,0.3118518482212961,0.7713708448286184,0.5,0.46685790852036485,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,19,1159_25_round41_final_extensive_019,round41_final_extensive,"realistic orange juice still life, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop",,openai/clip-vit-large-patch14,0.8953896760940552,0.6442491412162781,0.045750610530376434,0.21389392354710882,0.3100906437479336,0.7323631004050926,0.0739793366788144,0.9260206633211856,0.9657813580982283,0.8468268989643523,0.8468268989643523,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.33069736332501015,0.12938467390160302,0.3310496834170753,0.2133280147853794,0.7556116201855448,0.6609986459974052,0.7859102813161828,0.326735675330356,False,1,0.326735675330356,0.7605259944754852,0.5,0.47245397014474233,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,20,1159_25_round41_final_extensive_020,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.908822238445282,0.6024249792098999,0.035816535353660583,0.18925257026962827,0.3982156864764582,0.7832387288411459,0.07543195298327436,0.9245680470167257,0.9495207056363766,0.8659603855616449,0.8659603855616449,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.4796429973523537,0.23783499652791673,0.5056237217740245,0.35211265943236775,0.8581487661668311,0.6053785848053524,0.6586615076534642,0.44132804801744857,False,1,0.44132804801744857,0.8404483208260211,0.5,0.561295797681406,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,21,1159_25_round41_final_extensive_021,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, two bright orange slices behind the glass, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.928803563117981,0.5095247030258179,0.03396526724100113,0.18429668266412483,0.5154607123667313,0.7327050103081598,0.07672603170077093,0.923273968299229,0.950789195143748,0.8430209825721516,0.8430209825721516,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7012039322107384,0.47872601360796974,0.5407341843851244,0.5367572139313079,0.7563007215631784,0.5558288604676116,0.6685881532536779,0.5885179127961695,False,1,0.5885179127961695,0.7446283330422913,0.5,0.6198363226736199,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,22,1159_25_round41_final_extensive_022,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, two bright orange slices behind the glass, round wooden plate cropped on the left, warm product photography",,openai/clip-vit-large-patch14,0.921471118927002,0.5997011661529541,0.04137411341071129,0.20340627672397746,0.36183970904428825,0.7153461597583912,0.07859287530230294,0.921407124697697,0.882547423576723,0.8209077502508146,0.8209077502508146,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6198988527747412,0.2448978614038344,0.4053504264874115,0.2948255711620947,0.7213148737691569,0.48434821204420886,0.13455781438211947,0.42533448793605333,False,1,0.42533448793605333,0.6522593358255901,0.5,0.49932661703407616,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,23,1159_25_round41_final_extensive_023,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, two bright orange slices behind the glass, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop",,openai/clip-vit-large-patch14,0.9304691553115845,0.5813615322113037,0.03836515545845032,0.19587025159132848,0.3631869940926726,0.773691248010706,0.0739136057191336,0.9260863942808664,0.9481848170689294,0.8619282630169068,0.8619282630169068,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7196726858871069,0.29245265084629035,0.4587401216779067,0.2969473571027181,0.838906322078011,0.6635154565195175,0.6482074264069397,0.5106613286483577,False,1,0.5106613286483577,0.823605775570756,0.5,0.5967931877758591,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,24,1159_25_round41_final_extensive_024,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.9337556958198547,0.5480422377586365,0.029590819031000137,0.17201982162239368,0.5471415121595222,0.8121569598162616,0.07735074353629755,0.9226492564637024,0.9741696591525592,0.8832318035101254,0.8832318035101254,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7561151640205626,0.3788497968912452,0.6277107877505237,0.5866500526209815,0.916431935577564,0.531908909677642,0.8515534665931245,0.6044668092799373,False,1,0.6044668092799373,0.9125926158449061,0.5,0.6761166818189375,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,25,1159_25_round41_final_extensive_025,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, round wooden plate cropped on the left, warm product photography",,openai/clip-vit-large-patch14,0.9211245179176331,0.6214186549186707,0.03745032846927643,0.193520873471769,0.3908572017335265,0.7670949300130209,0.0743191065654842,0.9256808934345158,0.950524237866396,0.8592858787812191,0.8592858787812191,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6160556018934041,0.18858427255258314,0.4753845170299176,0.34052407282215663,0.8256117910371262,0.6479890013790905,0.6665147131690832,0.4511807228363348,False,1,0.4511807228363348,0.8125682945474056,0.5,0.5592039417183479,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,26,1159_25_round41_final_extensive_026,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, round wooden plate cropped on the left, small citrus cubes scattered on brown tabletop",,openai/clip-vit-large-patch14,0.9242709279060364,0.6118252277374268,0.039394281804561615,0.19847992796391684,0.3838968171100375,0.7795347990813078,0.07899139526855771,0.9210086047314423,0.9617161730272689,0.8654869058480471,0.8654869058480471,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.650944256669676,0.21346009128959187,0.4402516183056583,0.3295624383460963,0.850683691077561,0.46908905183701016,0.7540979160863639,0.46224542878141744,False,1,0.46224542878141744,0.8384705526864769,0.5,0.5728741034454357,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,27,1159_25_round41_final_extensive_027,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, warm product photography",,openai/clip-vit-large-patch14,0.8948901295661926,0.6289191246032715,0.050346679985523224,0.22438065867075804,0.43207281468911857,0.5173560248480903,0.08596820987006888,0.9140317901299311,0.9148703657908673,0.73569541088529,0.73569541088529,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.3251581912465087,0.16913550614287487,0.2567553993694467,0.405432911681626,0.32227619866621876,0.201949784660783,0.3875030616635684,0.26379983795821044,False,1,0.26379983795821044,0.29631958792686003,0.5,0.30597339063528284,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,28,1159_25_round41_final_extensive_028,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, small citrus cubes scattered on brown tabletop",,openai/clip-vit-large-patch14,0.9171726107597351,0.6090485453605652,0.04281696677207947,0.20692261058685557,0.46548425646244773,0.6414523654513888,0.08150391014422717,0.9184960898557728,0.9438154383028654,0.7988902835632186,0.7988902835632186,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.572235271724116,0.2206600466540416,0.38043862088398617,0.4580512699834723,0.5723858284308422,0.3728859246232906,0.6140145740011727,0.406815344447908,False,1,0.406815344447908,0.5602903604341892,0.5,0.4628342007013596,,
stage1_fixed_seed,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed,29,1159_25_round41_final_extensive_029,round41_final_extensive,"realistic orange juice still life, single tall clear glass of creamy orange juice, curved yellow fruit garnish on the rim, two bright orange slices behind the glass, round wooden plate cropped on the left",,openai/clip-vit-large-patch14,0.9118174314498901,0.606304407119751,0.04353134706616402,0.20864167145171172,0.452293587159829,0.6016597041377315,0.07659064622175453,0.9234093537782455,0.9262265317775975,0.7791854470398846,0.7791854470398846,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.512854897616854,0.22777561486320552,0.36825976877387956,0.43727780655992127,0.4921858181797474,0.5610127129442033,0.47637146339048975,0.38518029313367924,False,1,0.38518029313367924,0.4779814531007659,0.5,0.4272393768857484,,
