stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_mean_region,validation_mean_heuristic,validation_worst_selection,validation_best_selection,robustness_score,rank,render_path,teal_belly_score,side_asymmetry_score
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,449,1159_25_round41_final_extensive_449,round41_final_extensive,"warm citrus drink product photo, transparent glass with pale orange juice, small pineapple colored garnish over the rim, minimal citrus pieces around the glass, smooth warm brown surface, clean realistic tabletop photo",,openai/clip-vit-large-patch14,0.9114885926246643,0.36079874634742737,0.016930557787418365,0.13011747687155006,0.7691936345689195,0.8252314814814814,0.07379483261993497,0.9262051673800651,0.9819945690812268,0.8919248890659348,0.8919248890659348,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.509208600950932,0.8643733813237624,0.9245719811032862,0.9363511585442206,0.942782944456151,0.6680632280302186,0.9127877986582232,0.791573414345913,False,1,0.791573414345913,0.9489044305918763,0.5,0.7948058208863549,0.791573414345913,0.791573414345913,5,0.6202853339495303,0.6142853339495302,0.8805581450462341,0.8626454355034451,0.8626454355034451,0.5,0.3487210900896236,0.7627703078199569,0.7218275783262057,11,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_11_candidate_449.png,,
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,387,1159_25_round41_final_extensive_387,round41_final_extensive,"warm citrus drink product photo, centered glass with smooth orange drink, banana shaped yellow garnish on glass rim, simple brown tabletop with orange halves, smooth warm brown surface, realistic studio food photo",,openai/clip-vit-large-patch14,0.9310944080352783,0.43266767263412476,0.01966671086847782,0.140238050715481,0.6816755515670058,0.8514703821252895,0.07056864797989199,0.9294313520201081,0.9735335250939989,0.903169350182218,0.903169350182218,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7266057386377907,0.6780167905710182,0.8528718018749244,0.798522390766787,0.995666064889431,0.7915924673380256,0.846575358917139,0.7685047739991149,False,1,0.7685047739991149,0.9958735747884525,0.5,0.7945773698602534,0.7685047739991149,0.7685047739991149,5,0.622711290289043,0.622711290289043,0.8930216431617737,0.8676536212595604,0.8676536212595604,0.5,0.4333116824228429,0.8350211253982573,0.7197672266386852,12,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_12_candidate_387.png,,
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,276,1159_25_round41_final_extensive_276,round41_final_extensive,"warm citrus drink product photo, clear tumbler filled with creamy orange liquid, orange slice pair on right rim, minimal citrus pieces around the glass, tiny orange chunks in the foreground, warm product photography",,openai/clip-vit-large-patch14,0.9339287281036377,0.3826436400413513,0.024333901703357697,0.1559932745452755,0.7029268093623878,0.8178784405743634,0.06881365037691911,0.9311863496230809,0.9815533991670099,0.8902712004599438,0.8902712004599438,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7580338153203943,0.807729430669538,0.7412524026393121,0.8319901562295433,0.9279632783001408,0.8587905799914194,0.9093353953372191,0.8087878281420033,False,1,0.8087878281420033,0.9419968217889476,0.5,0.8028560504232672,0.8087878281420033,0.8087878281420033,5,0.6286976985734822,0.6226976985734822,0.9072797894477844,0.8494739584841687,0.8494739584841687,0.5,0.43013380759150815,0.7394695152188528,0.7175520112672193,13,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_13_candidate_276.png,,
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,363,1159_25_round41_final_extensive_363,round41_final_extensive,"warm citrus drink product photo, centered glass with smooth orange drink, orange slice pair on right rim, simple brown tabletop with orange halves, thin clear glass rim and reflective base, clean realistic tabletop photo",,openai/clip-vit-large-patch14,0.9243497252464294,0.4190361201763153,0.01886989362537861,0.1373677313832423,0.6993086985405315,0.8536207411024305,0.07314947300045296,0.9268505269995471,0.9781510132426633,0.9041572205944679,0.9041572205944679,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6518179931555106,0.7133634942711786,0.8732068553746389,0.8262921365843031,1.0,0.6927737736961734,0.8827098071318182,0.7648457949600043,False,1,0.7648457949600043,1.0,0.5,0.7936105610768024,0.7648457949600043,0.7648457949600043,5,0.5947364900874352,0.5887364900874352,0.8823722243309021,0.8599493857427258,0.8599493857427258,0.5,0.3677501570839083,0.9016559595201665,0.7139118151907546,14,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_14_candidate_363.png,,
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,372,1159_25_round41_final_extensive_372,round41_final_extensive,"warm citrus drink product photo, centered glass with smooth orange drink, yellow garnish and orange slice on rim, simple brown tabletop with orange halves, tiny orange chunks in the foreground, realistic studio food photo",,openai/clip-vit-large-patch14,0.9354773759841919,0.36664655804634094,0.018732836470007896,0.13686795267705254,0.7409537042209379,0.7848691587094908,0.06807384464005482,0.9319261553599452,0.972113559516233,0.8737879876984984,0.8737879876984984,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7752058435919161,0.8492099677613247,0.8767475857088001,0.8918772090645714,0.8614348115791814,0.8871174273690009,0.8354633276602205,0.8399977106163461,True,0,0.8699977106163461,0.8731449320444009,0.5,0.8190792531299129,0.8699977106163461,0.8399977106163461,5,0.5830014540374752,0.5830014540374752,0.8791421055793762,0.8604654439860104,0.8604654439860104,0.5,0.37954267569389777,0.7114044522121754,0.7128478165007813,15,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_15_candidate_372.png,,
stage3_fixed_seed_final,1159_25.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_25.png,1159,fixed_final,349,1159_25_round41_final_extensive_349,round41_final_extensive,"warm citrus drink product photo, centered glass with smooth orange drink, small pineapple colored garnish over the rim, large orange slice at lower right, small citrus cubes scattered on brown tabletop, warm product photography",,openai/clip-vit-large-patch14,0.9421095848083496,0.46955645084381104,0.020943094044923782,0.14471729006903006,0.6655756539251528,0.8126955385561342,0.07080638139873155,0.9291936186012685,0.9859514651129898,0.8881210518833023,0.8881210518833023,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8487464326832963,0.5823639500545503,0.8211381996692756,0.7731672986851783,0.9175174126236538,0.7824897557254293,0.9437527411003531,0.7519418600224558,False,1,0.7519418600224558,0.9330154542075262,0.5,0.7673706059911317,0.7519418600224558,0.7519418600224558,5,0.651435030487825,0.651435030487825,0.9057823657989502,0.8601495198373345,0.8601495198373345,0.5,0.49555837697581223,0.7561333293160488,0.7038694880180657,16,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_25\rank_16_candidate_349.png,,
stage3_fixed_seed_final,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1159,fixed_final,691,1159_29_round41_final_extensive_691,round41_final_extensive,"tropical palm tree standing in ocean waves, shallow water wave breaking around the trunk, bright sun low over the water, mountain island far right, cinematic tropical seascape",,openai/clip-vit-large-patch14,0.886425793170929,0.5567449927330017,0.02573207952082157,0.16041221749237672,0.6528971776019842,0.8730039243344908,0.11077915748562268,0.8892208425143773,0.9944949551365305,0.9029780518578591,0.9029780518578591,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7576566565840229,1.0,1.0,0.8995115641579637,0.8977033021616612,0.7835528574281397,1.0,0.8895351284371614,True,0,0.9195351284371615,0.9554537494223496,0.5,0.8708574243318115,0.9195351284371615,0.8895351284371614,5,0.6929894385917748,0.6929894385917748,0.8859553933143616,0.8813164117276202,0.8813164117276202,0.5,0.588112591180832,0.7815391148575243,0.7841351690224483,1,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_29\rank_01_candidate_691.png,,
stage3_fixed_seed_final,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1159,fixed_final,552,1159_29_round41_final_extensive_552,round41_final_extensive,"solitary palm tree in choppy shallow water, shallow water wave breaking around the trunk, bright sun low over the water, small dark island shape at far right, realistic muted beach photograph",,openai/clip-vit-large-patch14,0.9209276437759399,0.6223049759864807,0.03166854754090309,0.17795658892241975,0.6369428096586116,0.8666206642433448,0.1195001025538623,0.8804998974461377,0.9744003423729913,0.8930343314902516,0.8930343314902516,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9109473571591626,0.782400824884055,0.8739406847187234,0.8730752396666733,0.8734160611879347,0.5540858542725269,0.7948011606218347,0.8397862211899519,False,1,0.8397862211899519,0.876073682912355,0.5,0.8023766395056317,0.8397862211899519,0.8397862211899519,5,0.6419628760956793,0.6359628760956791,0.9070922255516052,0.8798810506774759,0.8798810506774759,0.5,0.4738455657048345,0.8889816074837558,0.7457386130543834,2,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_29\rank_02_candidate_552.png,,
stage3_fixed_seed_final,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1159,fixed_final,592,1159_29_round41_final_extensive_592,round41_final_extensive,"solitary palm tree in choppy shallow water, rolling foreground waves with white foam, bright sun low over the water, small dark island shape at far right, cinematic tropical seascape",,openai/clip-vit-large-patch14,0.9409711360931396,0.6277759671211243,0.03559871390461922,0.18867621446440783,0.5979498174764143,0.8912980821397568,0.10916882479681426,0.8908311752031858,0.9728815800410009,0.9074513642922057,0.9074513642922057,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,1.0,0.7642421387635563,0.7969183381910664,0.8084640060613253,0.9673095241679005,0.8259242074702512,0.7792921149147591,0.8731673480782935,True,0,0.9031673480782936,0.9911639087421116,0.5,0.8713629563332014,0.9031673480782936,0.8731673480782935,5,0.6362969397341758,0.6362969397341758,0.8982418179512024,0.8617491204676806,0.8617491204676806,0.5,0.542177295065478,0.7582745702504172,0.745439339560487,3,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_29\rank_03_candidate_592.png,,
stage3_fixed_seed_final,1159_29.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\1159_29.png,1159,fixed_final,481,1159_29_round41_final_extensive_481,round41_final_extensive,"solitary palm tree in choppy shallow water, white surf swirling around the tree roots, large foamy waves in the foreground, low sunset reflection behind the trunk, small dark island shape at far right, cinematic tropical seascape",,openai/clip-vit-large-patch14,0.9334179759025574,0.6824321150779724,0.04551604762673378,0.21334490297809736,0.44834501578250785,0.8962730125144676,0.11364592029744197,0.886354079702558,0.9664702645196208,0.9068408364313298,0.9068408364313298,0.5,0.0,0.0,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9664415329361361,0.5828337228333391,0.6196695837787137,0.5605694421981308,0.9862383052472908,0.7081221023851063,0.7138221046510381,0.7629731885795629,False,1,0.7629731885795629,0.9862901049331863,0.5,0.7886856787574387,0.7629731885795629,0.7629731885795629,5,0.6613743303403475,0.6553743303403474,0.9155230283737182,0.8867292777491705,0.8867292777491705,0.5,0.49848375584356075,0.7758333877994014,0.7447063059415275,4,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\outputs\20260603-021040_round41_final_extensive\1159_29\rank_04_candidate_481.png,,
