stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,region_score,heuristic_score,teal_belly_score,side_asymmetry_score,saliency_component_count,largest_component_fraction,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score,region_norm,heuristic_norm,maxstack_score,stage1_selection_score,stage1_combined_score,validation_count,validation_mean_selection,validation_mean_combined,validation_mean_clip,validation_mean_visual,validation_mean_region,validation_mean_heuristic,validation_worst_selection,validation_best_selection,robustness_score
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,382,9338_round39_9338_hybrid_side_scales_382,round39_9338_hybrid_side_scales,"storybook spiny rodent portrait, compact body turned left, orange face turned left, teal oval chest jewel, dense rainbow scales and thorny quills, small pale claws near torso, yellow orange aura around the body, painterly creature portrait",,openai/clip-vit-large-patch14,0.782817542552948,0.6225054860115051,0.016956370323896408,0.13021662844620271,0.47541821071111184,0.8831227620442709,0.0757158641312471,0.9242841358687529,0.9762936946687917,0.9161634294077438,0.8686713424682072,0.5932846446633278,0.3244720866355255,0.9200100700060526,13.0,0.1816126601356443,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7885249466691877,0.7820849671143335,0.866809273426195,0.5842514186119544,0.9506545219490139,0.48864960165891874,0.8742630875563692,0.7789273768371532,False,1,0.7789273768371532,0.9110297141397864,0.5096006541114239,0.7805127179334117,0.7789273768371532,0.7789273768371532,3,0.6971544384457808,0.687154438445781,0.7576485276222229,0.8982347896130358,0.8718495468348649,0.5527611351923282,0.6798616492317934,0.7154562877969513,0.7393832970969595
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,55,9338_round39_9338_hybrid_side_scales_055,round39_9338_hybrid_side_scales,"compact spiny rodent creature, orange face turned left, turquoise oval belly gem, dense rainbow scales and thorny quills, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8089587688446045,0.5873638987541199,0.01410830020904541,0.11877836591334892,0.5362150098495191,0.7960137261284723,0.05489599979026743,0.9451040002097326,0.9686497247507765,0.8827225217813742,0.8548436046688824,0.5370491593383947,0.17991917283367453,0.7702661901712418,18.0,0.35415909916454774,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.871533260616811,0.9034955654442165,0.9515794570815373,0.7317982480571895,0.827951956082867,0.8310187240397051,0.8209505506322207,0.8629662957716896,False,1,0.8629662957716896,0.8562798003619612,0.3767530959573119,0.7916791010937003,0.8629662957716896,0.8629662957716896,3,0.693229396468633,0.683229396468633,0.8062965869903564,0.883434453674175,0.857258530490811,0.5544041860538557,0.6150744180281537,0.8348395769567702,0.735414952658871
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,300,9338_round39_9338_hybrid_side_scales_300,round39_9338_hybrid_side_scales,"compact spiny rodent creature, single small creature facing left, orange face turned left, blue teal chest medallion, multicolor scales on shoulder, tiny paws held near the belly, painterly fire ribbons behind, soft brushwork fantasy illustration",,openai/clip-vit-large-patch14,0.8188930749893188,0.5685173273086548,0.015062266029417515,0.12272842388549408,0.5875631017650539,0.8386320891203703,0.057964880144498715,0.9420351198555013,0.9620618042731799,0.8995090929082281,0.8728545989393371,0.5495176781604433,0.14172163030610518,0.854715975622336,14.0,0.2708029197080292,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9030784526484277,0.9686085467931147,0.9223051561301278,0.856414153295094,0.887984562771059,0.780552983419976,0.7750033847639359,0.8992215854862464,True,0,0.9292215854862464,0.9275930113637241,0.4062080258781058,0.8525231475576021,0.9292215854862464,0.8992215854862464,3,0.6505296887014254,0.6505296887014254,0.7836755315462748,0.8504865672463545,0.8470390915048304,0.5094545184039024,0.5723958835827961,0.6912016618430763,0.7257082573910512
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,569,9338_round39_9338_hybrid_side_scales_569,round39_9338_hybrid_side_scales,"storybook spiny rodent portrait, three quarter left profile, short ears and orange snout, blue green glowing belly medallion, dense rainbow scales and thorny quills, compact paws close to body, vertical orange yellow flame aura, vertical digital painting",,openai/clip-vit-large-patch14,0.8401464223861694,0.559431254863739,0.022044431418180466,0.14847367247488852,0.5817289924552043,0.6523674858940973,0.06420024116080325,0.9357997588391967,0.9644409992673155,0.8139834840995257,0.833462852941609,0.7118558171873044,0.9470774506201999,0.9931958193580309,9.0,0.34077598828696926,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.970565896178143,1.0,0.731504372802513,0.8422554419237013,0.62561057934188,0.6780165286229278,0.7915969771426381,0.8468182772921967,True,0,0.8768182772921967,0.7716242818265672,0.789706545369667,0.8240947022135094,0.8768182772921967,0.8468182772921967,3,0.6787376491602882,0.6687376491602882,0.8349018494288126,0.8383171308179317,0.8376895206110296,0.5547469386477514,0.5678987451776686,0.8146794382871267,0.725566262754274
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,53,9338_round39_9338_hybrid_side_scales_053,round39_9338_hybrid_side_scales,"compact spiny rodent creature, orange face turned left, dense rainbow scales and thorny quills, small clawed forepaws, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8144676685333252,0.6215862035751343,0.01869005709886551,0.1367115836308888,0.4714837984056199,0.8672168872974537,0.05685496265824317,0.9431450373417568,0.9803732439803222,0.9164230111495335,0.873698268938365,0.5312272833981306,0.0,0.9237577120463053,13.0,0.5155386740331491,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.8890261077298496,0.7852609941337301,0.8186744677896179,0.5747030530790241,0.9282493647427448,0.7988048542996745,0.90271572743297,0.8189376629635292,False,1,0.8189376629635292,0.9309334608554672,0.3629998225913693,0.7872376298725161,0.8189376629635292,0.8189376629635292,3,0.6896244724930449,0.679624472493045,0.7612675627072653,0.8840116540699577,0.8416052086188032,0.5670436065616197,0.5563262128131728,0.7997055608956536,0.7225531788196192
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,707,9338_round39_9338_hybrid_side_scales_707,round39_9338_hybrid_side_scales,"small scaled fantasy rodent, head looking left over rounded body, short ears and orange snout, turquoise oval belly gem, dense rainbow scales and thorny quills, tiny paws held near the belly, yellow orange aura around the body, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8221850991249084,0.6015933752059937,0.019419707357883453,0.13935461010631636,0.5957668468490366,0.8134200484664351,0.058550983955036995,0.941449016044963,0.9777116107084132,0.8910884995673155,0.8566650345474145,0.520691023517931,0.0,0.9044650544722875,11.0,0.2949128424048381,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9135318785864983,0.8543341761964981,0.7990867166705653,0.8763236977756012,0.8524706571648739,0.7709148876114913,0.8841522815260507,0.8554279799380635,False,1,0.8554279799380635,0.8634916183938922,0.3381095528786783,0.7853474132254675,0.8554279799380635,0.8554279799380635,3,0.7465649230693153,0.7265649230693153,0.8127398093541464,0.8684286003572387,0.8088202649558053,0.6282145596947483,0.6478948772907446,0.804803181506809,0.7201564072693434
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,483,9338_round39_9338_hybrid_side_scales_483,round39_9338_hybrid_side_scales,"storybook spiny rodent portrait, compact body turned left, orange pointed snout and small ears, blue teal chest medallion, multicolor scales on shoulder, tiny paws held near the belly, yellow orange aura around the body, vertical digital painting",,openai/clip-vit-large-patch14,0.7836358547210693,0.6339025497436523,0.020380618050694466,0.14276070205310165,0.42877397552082097,0.8606539125795717,0.0637870895842181,0.9362129104157819,0.9552324497850686,0.9060152692633445,0.8804922543397975,0.5263736674428949,0.07319932119176331,0.7621954729159672,14.0,0.16925351071692535,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7911233983485665,0.7427092748102528,0.7738438059534309,0.4710512318955855,0.9190046999484152,0.6848105374776006,0.7273723478524156,0.7511919742779056,False,1,0.7511919742779056,0.9578337478246342,0.3515339123365676,0.7492215635755761,0.7511919742779056,0.7511919742779056,3,0.6628223178421742,0.6628223178421742,0.7635626196861267,0.8809507723020085,0.8577744734571708,0.6158326096755482,0.6023593050534763,0.7052816124306607,0.7164107390947858
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,182,9338_round39_9338_hybrid_side_scales_182,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, head looking left over rounded body, orange face turned left, turquoise oval belly gem, colorful scale armor and short quills, small clawed forepaws, soft multicolor flames rising behind, storybook fantasy painting",,openai/clip-vit-large-patch14,0.7643940448760986,0.5795525908470154,0.01641954481601715,0.128138771712613,0.5544393590797798,0.8598062020760996,0.07446902515594259,0.9255309748440574,0.953435756137098,0.9015357833570845,0.8593801506171722,0.5061540629955774,0.0,0.791708526511987,8.0,0.4216820987654321,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7300233499150474,0.9304828372425669,0.8822084913065301,0.776026644711858,0.9178106073632526,0.5091530573363385,0.7148413858685033,0.8184230894707137,False,1,0.8184230894707137,0.8742419213627033,0.30376825223516524,0.7637347441792909,0.8184230894707137,0.8184230894707137,3,0.6817297797434141,0.6817297797434141,0.7420890132586161,0.899237767977457,0.8555848252484436,0.5450764967040694,0.6407010873650749,0.7284358634436777,0.7136090753018037
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,334,9338_round39_9338_hybrid_side_scales_334,round39_9338_hybrid_side_scales,"small scaled fantasy rodent, single small creature facing left, orange pointed snout and small ears, turquoise oval belly gem, dense rainbow scales and thorny quills, tiny paws held near the belly, dark teal rainbow fire background, painterly creature portrait",,openai/clip-vit-large-patch14,0.7864055037498474,0.6160260438919067,0.018617408350110054,0.1364456241515647,0.6058534263641494,0.7283008716724537,0.05357336719516226,0.9464266328048377,0.9705771413157153,0.8531001419974404,0.8603435199358327,0.5656145935864972,0.3058106918128962,0.7763888289531071,10.0,0.2609016999260902,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7999180850836306,0.8044707785127347,0.8206455218585754,0.9008026645714367,0.7325710246269656,0.8527685564786734,0.8343932339353485,0.8094733598006271,False,1,0.8094733598006271,0.8780563115325429,0.4442344765401473,0.7673449891728072,0.8094733598006271,0.8094733598006271,3,0.6104392873102971,0.6104392873102971,0.7378609776496887,0.8636517457766941,0.8570633953065943,0.6747791286389614,0.5839954218359085,0.6536198116668013,0.7110855258455911
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,387,9338_round39_9338_hybrid_side_scales_387,round39_9338_hybrid_side_scales,"storybook spiny rodent portrait, head looking left over rounded body, orange pointed snout and small ears, blue green glowing belly medallion, rainbow scales down the back, tiny paws held near the belly, vertical orange yellow flame aura, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8358826041221619,0.5683623552322388,0.025298090651631355,0.15905373510745152,0.41433160032092226,0.7030097113715277,0.05741639630137996,0.94258360369862,0.9674923349041682,0.8397570983925381,0.8312033377432426,0.5068328944025493,0.0,0.8891382788618406,13.0,0.17608695652173914,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9570266550910745,0.9691439595046774,0.6530944001452736,0.4360012506366647,0.6969456703794984,0.7895724433421526,0.8128783853052067,0.8079538391873977,False,1,0.8079538391873977,0.7626778970971512,0.3053718854979256,0.7207442004060656,0.8079538391873977,0.8079538391873977,3,0.697671936870243,0.6876719368702431,0.7796721657117208,0.8872530485917012,0.858683343440417,0.5659407051106465,0.49735137628250453,0.8884047002170691,0.7003569131839674
stage1_fixed_seed,9338.png,c:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\ProjetoCunha\Projeto2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,164,9338_round39_9338_hybrid_side_scales_164,round39_9338_hybrid_side_scales,"left facing spiny fantasy rodent, three quarter left profile, orange pointed snout and small ears, teal spiral jewel belly, rainbow scale armor on shoulder and back, small clawed forepaws, yellow orange aura around the body, storybook fantasy painting",,openai/clip-vit-large-patch14,0.8417539596557617,0.6211957931518555,0.02103329822421074,0.14502861174337545,0.5030425992526241,0.8227832935474537,0.06030337916349951,0.9396966208365005,0.960236053525675,0.8911935100942643,0.8673385639198091,0.5932553947781847,0.4212051762043889,0.7859901438156763,10.0,0.3673245614035088,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9756704370618815,0.786609822310936,0.7570360853397413,0.65129262805761,0.8656598077988575,0.7420978886263113,0.7622697652985782,0.8147662981950826,True,0,0.8447662981950826,0.9057526752149311,0.5095315558224148,0.8116401375532878,0.8447662981950826,0.8147662981950826,3,0.6184575025898752,0.6184575025898752,0.7641485532124838,0.8697722590797614,0.8269989497967596,0.5480764818927466,0.5967747552339254,0.631876183577821,0.6967359463609838
